Site	ObservationDate	TMin	TMax	TAverage	HRMin	HRMax	HRAverage	WindSpeed	Rainfall	Rg
TOWE	2014-03-25	23.9	36.2	28.3188	59.0	97.0	81.3125	0.194444	0.0	18.2803
TOWE	2014-03-26	22.3	34.4	27.7458	63.0	97.0	83.8958	0.157407	0.0	11.942
TOWE	2014-03-27	21.6	35.2	27.6854	64.0	97.0	85.0208	0.472222	40.4	14.8724
TOWE	2014-03-28	21.6	33.7	26.5438	69.0	97.0	86.625	0.0740741	0.0	14.0411
TOWE	2014-03-29	23.3	35.1	28.3083	61.0	98.0	82.4583	0.175926	0.0	16.6992
TOWE	2014-03-30	24.3	35.1	28.5438	61.0	98.0	82.5833	0.643856	0.0	14.2285
TOWE	2014-03-31	21.4	33.2	26.2854	63.0	97.0	88.2083	0.0833333	31.4	13.2311
TOWE	2014-04-01	23.4	34.4	28.0979	61.0	98.0	84.2292	0.157407	0.0	15.5247
TOWE	2014-04-02	23.6	35.9	28.725	58.0	98.0	82.9792	0.148148	0.0	18.6778
TOWE	2014-04-03	25.4	33.7	28.2083	68.0	97.0	87.4792	0.296296	0.0	11.447
TOWE	2014-04-04	23.2	36.3	28.6271	56.0	97.0	82.7292	0.0462963	0.0	18.6326
TOWE	2014-04-05	24.8	35.7	28.8375	62.0	97.0	84.0625	0.166667	0.0	14.6294
TOWE	2014-04-06	24.1	35.2	28.5083	59.0	97.0	83.2708	0.212963	0.0	15.7423
TOWE	2014-04-07	23.7	36.2	28.5146	56.0	97.0	83.1667	0.194444	0.0	15.4544
TOWE	2014-04-08	24.3	34.0	28.3625	66.0	98.0	85.2917	0.12963	0.0	13.757
TOWE	2014-04-09	24.0	34.8	27.2646	64.0	98.0	88.6875	0.277778	6.2	13.0524
TOWE	2014-04-10	21.4	35.3	26.8438	60.0	98.0	85.9583	0.203704	26.0	19.6799
TOWE	2014-04-11	22.6	32.9	26.1958	69.0	97.0	86.7708	0.194444	6.0	12.5407
TOWE	2014-04-12	22.9	34.3	27.8625	66.0	98.0	84.6875	0.12037	0.0	17.805
TOWE	2014-04-13	21.4	29.8	25.5729	77.0	98.0	90.1875	0.0740741	14.8	10.6688
TOWE	2014-04-14	22.1	34.7	27.4042	57.0	98.0	83.3542	0.194444	0.0	21.7024
TOWE	2014-04-15	23.1	34.6	27.9646	67.0	98.0	84.5	0.037037	0.0	16.7297
TOWE	2014-04-16	23.7	34.7	28.275	63.0	98.0	84.2292	0.138889	0.0	15.5657
TOWE	2014-04-17	23.9	35.6	28.7458	62.0	98.0	83.625	0.0833333	0.0	14.4557
TOWE	2014-04-18	22.5	30.8	24.4271	74.0	98.0	94.7292	0.148148	7.8	5.22665
TOWE	2014-04-19	22.0	34.9	27.6542	64.0	98.0	85.0208	0.138889	0.0	18.6439
TOWE	2014-04-20	23.2	35.4	26.9521	60.0	98.0	87.3958	0.157407	0.0	16.2222
TOWE	2014-04-21	21.8	34.3	26.7833	67.0	97.0	85.6042	0.12037	0.0	16.3214
TOWE	2014-04-22	23.9	32.9	26.1688	75.0	98.0	90.7083	0.0740741	0.0	7.68015
TOWE	2014-04-23	23.3	35.2	27.9688	65.0	98.0	86.5	0.157407	0.0	14.4515
TOWE	2014-04-24	21.4	32.8	26.3833	67.0	97.0	87.4375	0.0925926	17.4	15.5473
TOWE	2014-04-25	24.0	33.9	28.3208	69.0	98.0	84.9792	0.00925926	0.0	16.687
TOWE	2014-04-26	23.8	34.7	27.9604	65.0	97.0	85.125	0.037037	0.0	14.3699
TOWE	2014-04-27	23.5	35.8	28.2854	56.0	98.0	81.7917	0.0925926	0.0	18.456
TOWE	2014-04-28	23.6	32.4	27.2708	71.0	98.0	87.9375	0.12963	3.4	14.0227
TOWE	2014-04-29	22.9	34.2	27.7833	65.0	98.0	85.7292	0.0	0.0	14.0838
TOWE	2014-04-30	24.2	35.4	28.0958	64.0	98.0	86.3958	0.0277778	2.0	15.8235
TOWE	2014-05-01	23.2	32.2	26.8396	68.0	97.0	86.7292	0.0648148	0.6	10.3282
TOWE	2014-05-02	22.8	32.7	26.1146	71.0	97.0	91.3542	0.0	15.6	9.9939
TOWE	2014-05-03	23.1	35.8	26.6708	62.0	98.0	89.6875	0.0	3.0	16.108
TOWE	2014-05-04	23.5	35.6	28.3396	64.0	98.0	86.5417	0.0	0.2	16.2791
TOWE	2014-05-05	24.3	36.9	28.0479	56.0	98.0	87.1667	0.0	0.6	18.623
TOWE	2014-05-06	23.2	30.5	25.6167	77.0	98.0	91.75	0.0	1.2	7.53957
TOWE	2014-05-07	22.5	32.3	25.7396	72.0	98.0	91.3958	0.0	1.0	10.6006
TOWE	2014-05-08	23.3	33.9	26.1271	66.0	98.0	91.7917	0.0	16.8	13.3156
TOWE	2014-05-09	23.5	32.1	26.9688	75.0	98.0	89.8125	0.0	0.0	12.5976
TOWE	2014-05-10	23.2	34.8	28.1812	62.0	98.0	85.6458	0.0	11.2	16.4444
TOWE	2014-05-11	22.9	30.2	25.6083	80.0	98.0	92.1667	0.0	10.6	8.55084
TOWE	2014-05-12	23.2	35.7	28.1646	64.0	98.0	86.0417	0.0555556	0.0	17.8565
TOWE	2014-05-13	23.9	34.3	27.5875	67.0	98.0	89.1458	0.037037	0.0	14.213
TOWE	2014-05-14	22.9	33.4	26.7521	71.0	97.0	90.4583	0.212963	30.0	11.7746
TOWE	2014-05-15	22.7	32.7	26.3375	73.0	98.0	89.2708	0.0277778	9.0	16.0854
TOWE	2014-05-16	24.2	33.6	27.5542	67.0	98.0	86.7292	0.101852	1.4	15.7101
TOWE	2014-05-17	22.7	35.6	28.0354	64.0	98.0	85.6458	0.0277778	0.0	18.7259
TOWE	2014-05-18	23.3	34.6	28.1208	68.0	98.0	86.5	0.037037	0.0	14.5616
TOWE	2014-05-19	22.7	35.6	27.0229	62.0	98.0	87.3542	0.203704	70.8	14.8808
TOWE	2014-05-20	22.9	30.4	26.3125	82.0	99.0	92.5417	0.0555556	0.2	10.0952
TOWE	2014-05-21	24.1	34.1	28.2479	68.0	98.0	88.0	0.0185185	0.2	13.7386
TOWE	2014-05-22	24.1	34.0	27.6708	70.0	98.0	88.6875	0.175926	6.4	14.6281
TOWE	2014-05-23	23.4	35.4	27.9896	66.0	98.0	87.375	0.0925926	0.2	17.0075
TOWE	2014-05-24	24.2	33.9	28.0667	71.0	98.0	87.625	0.00925926	0.0	12.2064
TOWE	2014-05-25	23.9	34.9	28.5104	66.0	98.0	85.9792	0.0833333	0.0	15.8339
TOWE	2014-05-26	24.8	34.3	28.1292	69.0	98.0	88.2917	0.138889	0.0	11.296
TOWE	2014-05-27	21.3	29.1	24.5583	79.0	98.0	93.4583	0.175926	37.6	7.70944
TOWE	2014-05-28	21.8	32.3	26.0375	73.0	98.0	89.3542	0.037037	3.6	13.2248
TOWE	2014-05-29	21.7	31.7	25.6729	75.0	98.0	91.1458	0.0833333	22.8	11.6169
TOWE	2014-05-30	23.7	33.1	27.3813	70.0	98.0	87.6458	0.0833333	0.2	15.9908
TOWE	2014-05-31	23.7	34.8	27.9875	65.0	98.0	86.2708	0.25	0.0	17.8569
TOWE	2014-06-01	22.3	30.8	25.1167	73.0	98.0	92.4583	0.148148	0.8	7.16594
TOWE	2014-06-02	22.1	33.6	26.1146	64.0	98.0	88.0625	0.0555556	0.0	14.8051
TOWE	2014-06-03	22.4	33.9	27.2146	68.0	98.0	87.3125	0.222222	0.0	14.5976
TOWE	2014-06-04	24.2	33.9	26.7417	68.0	98.0	89.5417	0.175926	0.4	13.2763
TOWE	2014-06-05	23.2	29.4	25.4604	80.0	98.0	92.875	0.037037	11.8	8.25754
TOWE	2014-06-06	23.1	30.0	25.3542	74.0	98.0	91.375	0.0462963	0.0	11.1679
TOWE	2014-06-07	22.4	30.3	25.3146	77.0	98.0	92.125	0.0833333	0.2	8.06257
TOWE	2014-06-08	22.3	33.5	26.8583	67.0	98.0	88.4167	0.0185185	0.0	14.1344
TOWE	2014-06-09	23.4	33.2	27.1729	69.0	99.0	87.8333	0.101852	0.2	12.7566
TOWE	2014-06-10	23.8	32.9	27.1583	71.0	98.0	88.8958	0.00925926	0.0	13.6884
TOWE	2014-06-11	21.2	34.1	26.6667	66.0	98.0	86.8958	0.166667	26.8	15.808
TOWE	2014-06-12	22.7	28.9	25.5104	82.0	98.0	91.3125	0.111111	0.0	7.31823
TOWE	2014-06-13	21.9	33.2	26.5688	66.0	98.0	86.8125	0.12963	0.0	16.9134
TOWE	2014-06-14	23.6	34.2	27.9813	64.0	98.0	84.8542	0.175926	0.0	18.3305
TOWE	2014-06-15	24.4	34.3	28.1187	66.0	97.0	85.4583	0.277778	0.0	15.8758
TOWE	2014-06-16	22.2	33.9	26.3583	70.0	97.0	89.5625	0.175926	4.8	13.5716
TOWE	2014-06-17	22.1	33.3	26.8396	62.0	98.0	84.8958	0.111111	0.2	18.7816
TOWE	2014-06-18	23.5	32.7	26.0958	71.0	98.0	91.75	0.138889	46.2	10.8914
TOWE	2014-06-19	21.6	32.4	26.5896	71.0	99.0	89.5625	0.287037	36.0	14.0444
TOWE	2014-06-20	21.3	32.7	26.3854	71.0	99.0	89.4167	0.231481	0.0	15.5256
TOWE	2014-06-21	24.1	32.9	27.3771	70.0	98.0	88.1667	0.231481	0.0	12.511
TOWE	2014-06-22	23.6	30.8	26.1729	74.0	98.0	90.4375	0.175926	0.4	9.64872
TOWE	2014-06-23	21.2	32.1	26.6021	72.0	98.0	88.4167	0.324074	8.0	12.1884
TOWE	2014-06-24	21.2	32.4	25.4021	74.0	98.0	90.8125	0.037037	6.2	12.7784
TOWE	2014-06-25	22.7	31.6	26.1271	74.0	98.0	90.25	0.175926	0.2	11.3039
TOWE	2014-06-26	22.4	33.3	26.4208	67.0	98.0	88.5208	0.138889	1.2	15.1059
TOWE	2014-06-27	23.6	32.1	26.5479	72.0	98.0	89.1458	0.268519	0.0	10.9328
TOWE	2014-06-28	23.3	32.1	26.375	73.0	98.0	90.7083	0.296296	16.4	11.1345
TOWE	2014-06-29	23.9	31.1	26.1562	75.0	98.0	92.7083	0.0462963	2.4	8.82698
TOWE	2014-06-30	23.5	32.7	27.1771	71.0	98.0	87.4583	0.175926	0.2	13.6846
TOWE	2014-07-01	24.3	30.9	26.4688	75.0	98.0	90.6458	0.101852	0.2	8.85544
TOWE	2014-07-02	23.2	33.0	25.6271	68.0	98.0	91.6458	0.148148	38.4	11.6248
TOWE	2014-07-03	22.1	32.1	26.3333	73.0	99.0	90.3542	0.203704	36.0	12.7114
TOWE	2014-07-04	21.6	29.9	25.0271	78.0	99.0	91.1667	0.037037	3.2	12.0378
TOWE	2014-07-05	22.7	30.6	25.5042	77.0	98.0	90.375	0.185185	0.0	10.1859
TOWE	2014-07-06	22.2	32.2	26.2812	67.0	98.0	86.75	0.37963	0.0	16.7172
TOWE	2014-07-07	22.6	30.2	25.6729	75.0	97.0	88.9583	0.342593	0.2	9.90227
TOWE	2014-07-08	21.1	32.5	25.5521	69.0	98.0	87.8958	0.157407	0.0	13.5147
TOWE	2014-07-09	21.9	29.2	24.9708	76.0	98.0	90.2083	0.0	0.0	8.72364
TOWE	2014-07-10	22.8	32.8	26.3792	69.0	98.0	87.6458	0.101852	0.0	11.5767
TOWE	2014-07-11	23.1	31.4	26.2687	74.0	97.0	88.625	0.157407	0.6	9.89516
TOWE	2014-07-12	22.5	31.2	26.125	72.0	98.0	87.9792	0.25	0.0	11.7754
TOWE	2014-07-13	22.4	31.3	26.0875	70.0	98.0	88.25	0.333333	0.0	11.824
TOWE	2014-07-14	23.1	32.3	26.4458	68.0	98.0	87.9167	0.185185	0.0	12.111
TOWE	2014-07-15	23.7	33.4	27.2375	68.0	98.0	87.5208	0.203704	0.0	14.0779
TOWE	2014-07-16	22.1	29.3	24.9292	78.0	98.0	90.7917	0.185185	13.8	9.89181
TOWE	2014-07-17	23.4	28.8	25.6104	80.0	98.0	90.875	0.435185	0.2	8.67762
TOWE	2014-07-18	22.9	28.6	25.2917	79.0	98.0	91.0	0.574074	0.8	9.29685
TOWE	2014-07-19	22.3	32.4	26.2729	70.0	98.0	87.7917	0.287037	0.2	14.9779
TOWE	2014-07-20	22.8	30.6	25.7958	77.0	98.0	90.8333	0.296296	0.4	10.237
TOWE	2014-07-21	23.3	28.4	25.1458	85.0	97.0	93.1042	0.175926	0.6	6.14044
TOWE	2014-07-22	22.9	28.9	24.6104	82.0	98.0	93.3125	0.305556	7.6	6.41491
TOWE	2014-07-23	21.3	28.7	24.3687	78.0	98.0	90.8958	0.324074	0.0	8.67552
TOWE	2014-07-24	21.8	30.3	25.0688	75.0	98.0	90.1042	0.388889	0.0	11.5416
TOWE	2014-07-25	22.8	29.9	25.0479	76.0	98.0	91.6458	0.287037	0.0	8.40775
TOWE	2014-07-26	22.4	28.7	25.2021	81.0	98.0	91.5208	0.0925926	0.0	7.83036
TOWE	2014-07-27	22.9	30.8	25.5063	77.0	98.0	91.2917	0.268519	1.6	10.3822
TOWE	2014-07-28	23.4	26.4	24.3604	90.0	98.0	95.7083	0.203704	4.2	6.28646
TOWE	2014-07-29	23.2	29.9	25.4562	79.0	98.0	91.5625	0.101852	0.0	9.45961
TOWE	2014-07-30	23.4	28.4	24.8896	84.0	98.0	93.375	0.0925926	0.2	5.22833
TOWE	2014-07-31	23.1	28.4	25.0708	83.0	98.0	92.5208	0.305556	0.0	7.91487
TOWE	2014-08-01	23.3	27.3	24.4646	87.0	97.0	94.0208	0.212963	0.4	6.9
TOWE	2014-08-02	23.1	27.3	24.5187	86.0	98.0	93.5625	0.388889	0.6	6.61574
TOWE	2014-08-03	22.7	28.9	24.6688	83.0	98.0	92.3125	0.240741	0.0	7.36551
TOWE	2014-08-04	22.4	29.3	24.7417	80.0	98.0	92.25	0.175926	0.0	9.32279
TOWE	2014-08-05	22.3	26.0	23.7625	86.0	97.0	93.5625	0.101852	1.2	5.64924
TOWE	2014-08-06	22.4	27.3	24.1521	86.0	97.0	93.8542	0.287037	3.4	6.66762
TOWE	2014-08-07	22.8	30.9	25.5021	74.0	98.0	89.875	0.351852	0.2	12.0859
TOWE	2014-08-08	22.4	30.5	25.3021	72.0	98.0	89.0625	0.268519	0.0	12.8491
TOWE	2014-08-09	21.9	30.6	25.075	73.0	98.0	89.3333	0.203704	0.6	12.2616
TOWE	2014-08-10	21.5	31.7	25.0063	68.0	98.0	87.8333	0.0555556	0.0	12.8009
TOWE	2014-08-11	20.6	29.8	24.575	74.0	98.0	88.25	0.277778	0.0	10.706
TOWE	2014-08-12	20.9	27.8	24.05	80.0	98.0	90.3958	0.277778	0.0	7.94751
TOWE	2014-08-13	21.2	29.2	24.5562	75.0	95.0	87.6458	0.435185	0.0	10.1696
TOWE	2014-08-14	19.5	30.3	24.0396	68.0	98.0	87.1042	0.296296	0.0	12.5085
TOWE	2014-08-15	20.4	31.3	24.7208	69.0	98.0	87.1667	0.305556	0.0	14.5013
TOWE	2014-08-16	22.1	26.9	24.0875	81.0	96.0	90.2708	0.240741	0.4	6.09609
TOWE	2014-08-17	21.5	32.6	25.6	63.0	98.0	85.625	0.037037	0.0	14.721
TOWE	2014-08-18	21.2	32.1	25.4292	66.0	98.0	87.0	0.194444	6.8	13.8859
TOWE	2014-08-19	20.8	25.6	22.2625	90.0	98.0	96.3542	0.12963	22.0	5.9
TOWE	2014-08-20	21.0	30.3	24.5979	73.0	99.0	90.875	0.0833333	0.6	10.4943
TOWE	2014-08-21	22.7	28.7	24.7	79.0	98.0	92.0625	0.212963	4.6	8.6546
TOWE	2014-08-22	22.3	28.4	24.5229	79.0	98.0	91.6875	0.407407	2.2	8.32198
TOWE	2014-08-23	21.8	28.2	24.4667	82.0	98.0	91.7708	0.185185	0.2	7.70609
TOWE	2014-08-24	20.8	31.8	24.9312	72.0	98.0	90.2917	0.0462963	0.0	12.9804
TOWE	2014-08-25	22.1	31.6	25.5354	73.0	98.0	89.3125	0.231481	0.0	10.9667
TOWE	2014-08-26	21.1	27.2	23.8583	86.0	98.0	92.8542	0.0648148	13.0	7.02786
TOWE	2014-08-27	22.1	31.1	25.6521	71.0	98.0	88.4792	0.138889	0.0	12.0558
TOWE	2014-08-28	22.1	31.7	25.5271	70.0	99.0	89.2917	0.101852	0.0	13.908
TOWE	2014-08-29	21.6	27.0	23.1187	86.0	98.0	95.4583	0.0740741	2.2	4.4
TOWE	2014-08-30	21.8	29.3	24.9958	81.0	98.0	91.9583	0.203704	0.2	9.09811
TOWE	2014-08-31	22.9	29.6	25.0958	77.0	98.0	91.4792	0.194444	1.8	8.28892
TOWE	2014-09-01	22.2	29.2	24.7104	81.0	98.0	92.1667	0.305556	0.4	9.63701
TOWE	2014-09-02	21.8	29.8	25.0375	76.0	97.0	89.7917	0.333333	0.0	10.7956
TOWE	2014-09-03	20.9	30.6	24.9062	72.0	99.0	90.3958	0.240741	0.0	10.9776
TOWE	2014-09-04	22.3	30.5	25.3167	77.0	98.0	90.0625	0.0925926	8.2	9.03702
TOWE	2014-09-05	20.9	29.8	24.6833	73.0	98.0	89.5417	0.0833333	0.8	10.2834
TOWE	2014-09-06	22.7	30.7	25.65	73.0	97.0	88.9583	0.175926	0.0	10.0688
TOWE	2014-09-07	22.5	32.7	26.1021	63.0	98.0	87.75	0.12963	0.0	14.285
TOWE	2014-09-08	23.1	30.2	25.6	74.0	98.0	89.5625	0.0648148	0.0	9.76127
TOWE	2014-09-09	22.6	32.3	25.1313	72.0	98.0	91.7083	0.185185	8.8	10.9679
TOWE	2014-09-10	22.3	30.3	25.0833	74.0	99.0	91.375	0.240741	1.0	11.0792
TOWE	2014-09-11	22.0	34.1	26.3479	64.0	99.0	86.75	0.259259	0.2	15.3109
TOWE	2014-09-12	20.8	30.4	24.5958	72.0	99.0	89.8958	0.12037	13.6	13.762
TOWE	2014-09-13	21.7	31.9	25.8125	71.0	99.0	88.1042	0.12963	0.2	12.4466
TOWE	2014-09-14	21.7	33.8	25.5292	64.0	99.0	89.3125	0.12037	0.2	11.4596
TOWE	2014-09-15	23.1	32.7	26.2521	69.0	99.0	89.1458	0.12963	0.2	12.5072
TOWE	2014-09-16	21.6	27.8	24.6917	85.0	99.0	93.3125	0.25	2.0	7.33539
TOWE	2014-09-17	22.9	30.8	25.1708	75.0	98.0	93.0	0.240741	0.4	8.22784
TOWE	2014-09-18	22.9	33.3	26.125	66.0	98.0	88.3125	0.166667	1.0	13.3583
TOWE	2014-09-19	22.0	32.6	26.1229	67.0	99.0	87.875	0.222222	2.2	13.2449
TOWE	2014-09-20	22.8	28.3	24.9417	83.0	99.0	92.8125	0.305556	0.0	9.28137
TOWE	2014-09-21	22.3	32.4	24.925	71.0	99.0	92.5	0.12037	6.8	10.7512
TOWE	2014-09-22	22.6	33.5	26.6875	64.0	99.0	87.6458	0.0	0.0	16.4126
TOWE	2014-09-23	23.3	31.2	25.3937	76.0	98.0	92.1667	0.0	3.2	9.33158
TOWE	2014-09-24	21.8	29.8	25.1125	74.0	98.0	91.8125	0.0	1.8	11.1876
TOWE	2014-09-25	21.6	33.5	26.1396	66.0	99.0	87.9792	0.0	0.0	16.4067
TOWE	2014-09-26	22.1	29.4	24.0458	80.0	98.0	94.2708	0.00925926	19.8	8.10901
TOWE	2014-09-27	21.6	30.8	25.0812	77.0	99.0	90.9167	0.0	0.0	11.3056
TOWE	2014-09-28	21.4	32.6	25.5729	71.0	98.0	90.3333	0.037037	15.6	13.0143
TOWE	2014-09-29	21.2	34.2	26.0063	63.0	99.0	87.8958	0.0	0.2	17.0054
TOWE	2014-09-30	21.4	28.3	23.5417	84.0	98.0	95.7083	0.0	73.2	8.7
TOWE	2014-10-01	21.3	30.6	24.6104	76.0	99.0	93.375	0.0	5.0	11.619
TOWE	2014-10-02	21.8	31.7	25.7792	72.0	99.0	89.3542	0.0	0.2	14.0833
TOWE	2014-10-03	22.3	29.8	25.25	76.0	99.0	91.0625	0.0	2.6	9.97466
TOWE	2014-10-04	21.9	32.4	25.3646	72.0	99.0	90.8333	0.0	3.8	14.1164
TOWE	2014-10-05	22.3	32.3	25.5896	90.0	99.0	97.375	0.0	0.2	11.0734
TOWE	2014-10-06	21.4	30.4	24.7458	73.0	99.0	92.4583	0.0	11.0	9.30898
TOWE	2014-10-07	22.3	33.4	26.3792	67.0	99.0	89.3958	0.00925926	0.2	12.8972
TOWE	2014-10-08	22.4	34.1	26.2958	65.0	99.0	88.7917	0.0833333	6.0	15.3795
TOWE	2014-10-09	22.1	32.7	25.7563	71.0	99.0	91.375	0.240741	13.0	14.2218
TOWE	2014-10-10	22.5	33.6	26.6333	68.0	99.0	89.6042	0.0833333	0.2	14.608
TOWE	2014-10-11	21.8	26.6	23.9896	89.0	99.0	95.25	0.111111	22.8	5.8576
TOWE	2014-10-12	20.9	33.7	26.2812	65.0	99.0	87.875	0.138889	1.6	19.133
TOWE	2014-10-13	23.5	33.4	26.8979	67.0	98.0	89.4167	0.101852	0.0	15.6059
TOWE	2014-10-14	23.4	33.2	26.7313	70.0	98.0	88.7708	0.231481	1.8	13.6323
TOWE	2014-10-15	23.5	33.7	26.9167	67.0	99.0	88.4583	0.101852	0.2	13.9076
TOWE	2014-10-16	23.6	33.8	27.2062	67.0	99.0	88.2292	0.632282	0.0	12.7177
TOWE	2014-10-17	22.4	34.4	26.4521	68.0	99.0	89.625	0.287037	42.8	14.744
TOWE	2014-10-18	21.2	32.4	24.0521	69.0	99.0	92.5208	0.0740741	14.2	13.1001
TOWE	2014-10-19	21.4	31.8	24.9312	72.0	99.0	90.625	0.0555556	0.2	15.8896
TOWE	2014-10-20	21.3	33.4	26.3125	68.0	98.0	87.5	0.0925926	21.4	16.0917
TOWE	2014-10-21	20.6	33.4	26.1729	66.0	99.0	88.3125	0.111111	0.2	16.6783
TOWE	2014-10-22	23.7	28.3	26.4792	83.0	98.0	91.6042	0.00925926	0.2	20.4
TOWE	2014-10-23	26.7	27.9	27.2625	83.0	89.0	86.9792	0.0	0.0	12.5
TOWE	2014-10-24	26.2	28.1	27.1042	82.0	90.0	88.0208	0.0	0.0	15.8
TOWE	2014-10-25	26.2	27.6	26.7646	83.0	89.0	85.2292	0.0	0.0	12.4
TOWE	2014-10-26	25.8	27.2	26.4312	85.0	90.0	88.0417	0.0	0.0	18.4
TOWE	2014-10-27	25.7	27.8	26.6896	85.0	91.0	88.8125	0.0	0.0	18.1
TOWE	2014-10-28	26.7	28.2	27.3979	88.0	91.0	89.9167	0.0	0.0	16.7
TOWE	2014-10-29	26.8	28.6	27.725	84.0	91.0	89.0625	0.0	0.0	20.8
TOWE	2014-10-30	26.2	28.7	27.6458	83.0	89.0	86.7292	0.0	0.0	24.3
TOWE	2014-10-31	27.4	28.9	28.0604	85.0	90.0	88.0625	0.0	0.0	16.2
TOWE	2014-11-01	27.1	28.7	27.7396	82.0	90.0	86.8542	0.0	0.0	18.1
TOWE	2014-11-02	26.7	28.6	27.5229	83.0	89.0	86.8958	0.0	0.0	15.6
TOWE	2014-11-03	24.0	33.7	27.3667	67.0	97.0	86.5417	0.0462963	2.4	9.96085
TOWE	2014-11-04	22.1	27.9	24.6625	87.0	99.0	95.3333	0.0185185	15.0	8.15796
TOWE	2014-11-05	21.2	26.3	23.5604	89.0	100.0	96.1875	0.203704	36.6	5.71618
TOWE	2014-11-06	22.4	30.2	25.0708	76.0	99.0	91.9583	0.584418	0.0	9.2458
TOWE	2014-11-07	21.7	34.2	26.4167	66.0	99.0	89.0	0.138889	3.2	16.6858
TOWE	2014-11-08	21.2	33.9	26.3687	70.0	99.0	89.875	0.0277778	0.0	14.3281
TOWE	2014-11-09	22.2	35.5	26.5542	63.0	99.0	88.0	0.0833333	0.0	17.1544
TOWE	2014-11-10	23.2	34.3	26.7979	68.0	98.0	89.2917	0.101852	7.8	14.5432
TOWE	2014-11-11	22.7	32.9	25.5	72.0	99.0	92.8125	0.111111	1.2	10.4069
TOWE	2014-11-12	21.8	33.2	26.3583	71.0	99.0	89.5625	0.185185	0.2	15.559
TOWE	2014-11-13	22.6	34.8	27.1208	62.0	99.0	87.25	0.101852	0.0	16.759
TOWE	2014-11-14	22.8	35.1	26.2875	60.0	99.0	88.8542	0.12037	9.2	15.0913
TOWE	2014-11-15	21.9	34.3	25.7125	63.0	99.0	90.0833	0.0185185	0.2	14.8724
TOWE	2014-11-16	21.2	35.3	26.8667	58.0	98.0	86.5208	0.0648148	0.0	17.1854
TOWE	2014-11-17	24.1	35.5	28.075	62.0	98.0	86.5417	0.0925926	0.0	16.8511
TOWE	2014-11-18	22.9	31.9	26.1375	74.0	98.0	90.8125	0.0277778	0.0	9.50981
TOWE	2014-11-19	21.8	34.6	26.9312	60.0	99.0	86.5417	0.0185185	0.0	15.2816
TOWE	2014-11-20	22.9	34.1	26.7521	63.0	98.0	87.2292	0.0925926	0.2	14.7482
TOWE	2014-11-21	22.6	34.3	26.6812	59.0	98.0	86.125	0.138889	0.0	16.9373
TOWE	2014-11-22	21.4	35.0	26.9688	58.0	99.0	85.7917	0.0740741	0.0	16.646
TOWE	2014-11-23	22.9	34.9	27.5667	58.0	98.0	86.3333	0.0648148	0.2	16.1025
TOWE	2014-11-24	23.8	33.6	27.0771	62.0	98.0	88.375	0.0462963	0.0	11.329
TOWE	2014-11-25	24.0	34.3	27.7458	58.0	98.0	85.3542	0.12037	0.2	17.0967
TOWE	2014-11-26	22.1	33.7	26.0479	63.0	98.0	88.5625	0.203704	0.0	14.8674
TOWE	2014-11-27	21.9	34.6	27.0	58.0	98.0	86.875	0.111111	0.2	16.8243
TOWE	2014-11-28	23.6	32.6	26.7875	68.0	98.0	89.1667	0.166667	0.2	12.7357
TOWE	2014-11-29	23.3	34.2	27.1187	63.0	99.0	87.4792	0.0833333	0.0	14.6239
TOWE	2014-11-30	22.6	35.1	27.3375	54.0	98.0	85.3333	0.0555556	0.2	16.5347
TOWE	2014-12-01	21.5	34.4	26.9854	61.0	99.0	86.2708	0.157407	0.2	17.036
TOWE	2014-12-02	23.2	34.8	27.7229	62.0	98.0	86.5625	0.12963	0.0	15.4733
TOWE	2014-12-03	24.1	35.3	28.0646	52.0	98.0	84.6458	0.166667	0.0	17.3929
TOWE	2014-12-04	23.6	34.9	27.2896	54.0	98.0	85.6042	0.194444	0.0	15.5741
TOWE	2014-12-05	23.1	34.7	27.4854	56.0	98.0	85.1875	0.203704	0.0	16.7105
TOWE	2014-12-06	21.9	34.8	27.2479	56.0	98.0	84.8958	0.12037	0.0	15.7628
TOWE	2014-12-07	23.9	35.1	27.8854	54.0	98.0	85.0	0.101852	0.0	15.9758
TOWE	2014-12-08	23.8	35.4	28.0229	53.0	98.0	84.0	0.157407	0.0	15.7624
TOWE	2014-12-09	23.2	35.4	27.9813	53.0	98.0	83.2292	0.157407	0.0	16.513
TOWE	2014-12-10	23.4	35.6	27.7042	54.0	98.0	84.7083	0.0740741	0.0	15.1063
TOWE	2014-12-11	23.1	35.2	27.5729	54.0	98.0	84.8333	0.0648148	0.2	13.6218
TOWE	2014-12-12	23.3	35.9	27.6396	43.0	98.0	81.7083	0.0462963	0.0	15.5867
TOWE	2014-12-13	22.5	32.4	26.2042	64.0	98.0	87.3333	0.12963	0.0	12.5897
TOWE	2014-12-14	19.7	35.7	26.3667	44.0	98.0	79.2917	0.0555556	0.2	16.1381
TOWE	2014-12-15	20.8	33.8	26.2062	60.0	98.0	85.25	0.0925926	0.0	14.2084
TOWE	2014-12-16	22.7	33.9	27.2917	55.0	98.0	84.1875	0.111111	0.0	14.3202
TOWE	2014-12-17	22.7	34.3	27.2729	56.0	98.0	84.6667	0.101852	0.0	13.857
TOWE	2014-12-18	22.4	34.5	27.1458	56.0	98.0	83.9167	0.148148	0.0	15.1155
