Site;ObservationDate;TMin;TMax;TAverage;HRMin;HRMax;HRAverage;WindSpeed;Rainfall;Rg
PR;2016-06-06;23.8;33.2;27.37;75;98;90.79;0.093;6.47;15.284
PR;2016-06-07;22.2;25.2;23.87;95;99;97.5;0.223;5;4.182
PR;2016-06-08;21.2;33.3;26.76;69;99;89.92;0.093;1.67;20.33
PR;2016-06-09;24.1;29.1;26.1;81;98;92.38;0;0;11.407
PR;2016-06-10;22.8;32;26.51;71;99;88.96;0.019;0;16.439
PR;2016-06-11;22.2;32.9;26.55;74;99;90.92;0.296;1.73;16.342
PR;2016-06-12;22.2;30.4;25.41;79;99;92.25;0.186;6.67;11.456
PR;2016-06-13;23.6;28.7;25.98;88;99;94.83;0.056;1.6;7.903
PR;2016-06-14;23.3;31.9;25.69;72;99;93.33;0.093;24.67;12.624
PR;2016-06-15;23;25.5;23.99;96;99;97.63;0.148;91.93;5.34
PR;2016-06-16;22.8;30.1;25.22;79;99;94.5;0.019;0.93;11.394
PR;2016-06-17;23.6;33.6;26.25;70;99;91.71;0.148;1.77;16.936
PR;2016-06-18;22.9;33.8;27.1;67;99;87.42;0.111;2.6;21.34
PR;2016-06-19;22.7;30.8;25.21;79;98;94.83;0.222;34.77;11.31
PR;2016-06-20;22.7;26.3;23.76;93;99;97.75;0.111;30.53;6.057
PR;2016-06-21;22.3;29.9;25.75;81;99;92.05;0.037;7.44;14.751
PR;2016-06-22;20.7;31.8;25.38;74;99;90.79;0.019;0;14.283
PR;2016-06-23;21.5;30.4;24.8;80;99;94.5;0.185;3.4;11.959
PR;2016-06-24;22.6;28.9;24.77;85;99;95.79;0.167;15.37;8.82
PR;2016-06-25;21.9;30.4;24.53;83;99;96.21;0.148;8.5;9.616
PR;2016-06-26;22.2;30.7;25.95;76;99;91.58;0.278;23.48;17.786
PR;2016-06-27;23.1;28.3;24.58;90;99;97.67;0.148;48.06;6.82
PR;2016-06-28;22.9;29.2;25.2;81;100;93.63;0.111;0;11.857
PR;2016-06-29;22.6;30.4;25.64;78;99;92.5;0.204;0;12.952
PR;2016-06-30;22.9;29.9;25.6;82;99;92.64;0.364;0;15.241
PR;2016-07-01;21.3;31.3;25.63;75;99;90.67;0.185;0;16.305
PR;2016-07-02;22;32.9;25.73;70;99;89.17;0.037;0;17.972
PR;2016-07-03;22.4;32.2;25.68;75;99;92.13;0.093;2.33;13.747
PR;2016-07-04;21.8;31.6;25.05;76;99;93.75;0.093;18.6;13.124
PR;2016-07-05;22.5;28.9;24.65;86;99;95.63;0.13;63.47;8.756
PR;2016-07-06;22.7;30.5;25.26;81;99;95.54;0.111;24.2;9.688
PR;2016-07-07;23.8;31.2;26.55;81;100;92.61;0.222;1.67;16.334
PR;2016-07-08;23.7;31.2;26.68;82;99;92.38;0.37;6.03;15.197
PR;2016-07-09;23.8;29.1;25.32;90;99;97.38;0.148;6.7;6.873
PR;2016-07-10;23.6;28.6;25.52;87;100;95.88;0.111;70.13;8.046
PR;2016-07-11;23.5;29.7;26.32;80;99;91.62;0.508;1.7;12.858
PR;2016-07-12;23.2;30.3;25.9;77;99;91.25;0.37;0;14.539
PR;2016-07-13;22.5;29.2;25.1;82;99;93.5;0.204;0;11.742
PR;2016-07-14;23.3;29.4;25.37;80;99;94.17;0.185;0.43;9.029
PR;2016-07-15;23.7;29.2;24.94;80;99;94.83;0.111;0;8.328
PR;2016-07-16;23.2;29.5;25.58;83;99;92.79;0.167;4.23;10.911
PR;2016-07-17;22.5;28.9;24.86;83;99;94.04;0.093;0.37;8.022
PR;2016-07-18;22;30.6;25.54;79;99;92.67;0.185;0;12.153
PR;2016-07-19;23.3;28.2;24.55;88;99;96.58;0.148;19.46;5.153
PR;2016-07-20;23.2;28.2;24.78;87;100;95.58;0.222;43.67;10.332
PR;2016-07-21;23.2;28;24.91;89;100;97.13;0.111;10.23;6.615
PR;2016-07-22;23.1;28.6;24.54;88;99;97.5;0.093;9.33;6.179
PR;2016-07-23;23.1;27.1;24.63;93;100;97.78;0.123;21.76;6.248
PR;2016-07-24;23.2;30.2;25.18;82;100;95.41;0.183;48.87;10.199
PR;2016-07-25;23.1;26.6;24.28;95;100;98.42;0.074;15.3;4.448
PR;2016-07-26;23.4;28.3;25.24;86;100;96;0.111;0;8.878
PR;2016-07-27;23.2;29.9;24.78;83;99;96.67;0.037;23.6;8.846
PR;2016-07-28;23.3;28.9;24.33;85;100;98.38;0.074;38.6;6.373
PR;2016-07-29;23.2;28.4;24.71;85;100;96.75;0.167;7.8;10.516
PR;2016-07-30;23.3;29.8;25.32;82;99;94.25;0.426;17.87;13.553
PR;2016-07-31;23.4;29.6;25.21;83;99;95.29;0.278;5.57;10.167
PR;2016-08-01;23.4;28.7;25.3;84;100;94.96;0.296;0.5;9.705
PR;2016-08-02;23.8;29.3;25.73;81;99;93.33;0.463;0.6;11.325
PR;2016-08-03;23.9;29.5;25.9;82;99;93.17;0.296;2.97;12.718
PR;2016-08-04;23.7;29.5;25.7;81;99;92.58;0.167;2.47;10.389
PR;2016-08-05;23.5;28.9;25.5;84;99;93.79;0.351;19.5;7.705
PR;2016-08-06;23.1;27.7;25.56;87;99;93.71;0.418;0;7.519
PR;2016-08-07;22.8;29.9;25.82;77;99;91.46;0.819;0.37;14.449
PR;2016-08-08;21.6;29.7;24.97;78;100;92.46;0.13;0;11.714
PR;2016-08-09;21.5;28.9;24.47;82;100;95.08;0.148;0;8.932
PR;2016-08-10;21.8;29.8;25.28;81;100;92.92;0.278;0;11.613
PR;2016-08-11;22.8;28.6;24.7;88;99;96.13;0.148;0;7.6
PR;2016-08-12;23.7;29.6;25.76;82;99;93.46;0.241;1.63;12.545
PR;2016-08-13;23.7;28;25.04;88;99;95.42;0.352;0.33;8.882
PR;2016-08-14;23.8;27.4;24.93;91;99;97.5;0.185;49.13;6.251
PR;2016-08-15;23.4;28.7;24.95;88;100;96.25;0.241;0;7.633
PR;2016-08-16;23.7;25.4;24.33;95;99;98.08;0.111;3.37;2.973
PR;2016-08-17;23.3;28.8;25.1;85;100;95.04;0.111;0;9.307
PR;2016-08-18;23;29.9;25.21;85;100;95.05;0.164;0;9.015
PR;2016-08-19;21.7;28.9;24.15;86;100;96.61;0.346;25.9;5.909
PR;2016-08-20;21.3;30.1;24.66;79;100;93.33;0;11.77;11.807
PR;2016-08-21;23.8;29.1;25.55;86;99;94.29;0.222;1.93;9.835
PR;2016-08-22;23.8;28.9;24.98;88;99;97.38;0.148;18.1;8.18
PR;2016-08-23;23.4;27.2;24.6;94;100;98.17;0.222;0.6;6.802
PR;2016-08-24;23.1;30.8;25.68;79;100;93.75;0.389;0;14.804
PR;2016-08-25;23.1;28.9;24.83;90;100;96.13;0.259;4.13;9.137
PR;2016-08-26;22.8;28.3;24.79;91;100;96.71;0.241;11.17;8.781
PR;2016-08-27;23.7;28.2;24.79;90;100;97.88;0.111;0;5.538
PR;2016-08-28;23.3;27.7;24.35;90;100;98.71;0.093;25.13;4.819
PR;2016-08-29;22.4;31.9;25.8;69;100;92.29;0.037;14.93;14.517
PR;2016-08-30;23.2;29.6;25.55;84;100;94.79;0.093;5.06;11.177
PR;2016-08-31;23.3;29.7;25.6;82;98;92.8;0;0.6;16.7
PR;2016-09-01;23.4;29.6;25.1;83;98;93.5;0;6.4;18
PR;2016-09-02;23;31.2;25.88;77;100;92.17;0.222;0;16.234
PR;2016-09-03;22.4;31;25.67;77;100;92.83;0.426;1.77;18.447
PR;2016-09-04;23.8;28.9;25.75;88;99;94.88;0.204;0;10.598
PR;2016-09-05;23.3;31.3;25.13;78;99;95.61;0.222;15.67;10.224
PR;2016-09-06;23.4;30.5;25.23;80;100;95.83;0.167;0;12.599
PR;2016-09-07;23.2;32.2;26.18;73;100;92.54;0.185;0.83;18.429
PR;2016-09-08;24.4;30.1;25.83;84;99;95.58;0.093;21.77;10.476
PR;2016-09-09;24.3;29.2;25.73;88;100;95.79;0.315;9.5;11.634
PR;2016-09-10;23.5;26.7;24.53;94;100;98.13;0.074;32.97;6.772
PR;2016-09-11;23.6;30.3;25.98;83;100;94.17;0.37;10.77;17.59
PR;2016-09-12;23.4;28.4;24.83;91;100;97.75;0.278;44.83;7.518
PR;2016-09-13;23.1;31.2;24.85;82;99;95.44;;106.9;
PR;2016-09-14;23.9;30.8;25.7;81;99;93.98;;20.2;
PR;2016-09-15;23.7;29.3;25.38;86;100;95.5;0.241;1.63;13.049
PR;2016-09-16;22.1;31.6;24.97;80;100;94.25;0.259;23.27;15.384
PR;2016-09-17;21.6;31.8;25.38;70;100;90.75;0.019;6.73;18.318
PR;2016-09-18;23.4;28.8;25.52;86;100;94.96;0.185;24.57;11.699
PR;2016-09-19;22.9;28.7;25.15;88;100;96.04;0.241;4.17;12.599
PR;2016-09-20;21.9;30.3;25.38;76;100;92.08;0.093;16.1;14.704
PR;2016-09-21;21.3;30.7;24.13;84;100;96.79;0.204;45.03;10.85
PR;2016-09-22;21.7;29.8;24.52;83;100;96.29;0.185;21.37;12.701
PR;2016-09-23;22.8;31.3;24.58;77;100;96.13;0.074;6.7;12.512
PR;2016-09-24;22.5;28.1;24.47;91;100;97.46;0.13;5.6;8.576
PR;2016-09-25;23.3;31.1;25.86;75;99;92.35;;3.43;
PR;2016-09-26;22.8;29.6;24.04;82;100;95.89;;3.43;
PR;2016-09-27;21.9;32;25.81;69;100;91;0.056;0;17.849
PR;2016-09-28;23.2;33.2;26.98;70;100;89.67;0.074;3.09;14.557
PR;2016-09-29;23.5;32.8;26.4;73;99;93.46;0.13;26.8;12.671
PR;2016-09-30;22.4;30.3;25.09;78;100;94.54;0.037;35.47;14.24
PR;2016-10-01;22.1;30.9;25.81;80;100;93.33;0.148;0;13.621
PR;2016-10-02;23.9;30.3;26.17;80;100;93.29;0.352;0;12.689
PR;2016-10-03;23.5;32;26.5;75;100;92.17;0.259;0;15.795
PR;2016-10-04;22.8;32.8;25.23;75;99;94.14;0.093;1.17;11.265
PR;2016-10-05;22.3;33.4;25.88;69;100;90.5;0.13;13.87;21.535
PR;2016-10-06;21.7;33.3;26.69;66;100;89.54;0;0;20.369
PR;2016-10-07;23.2;32.3;25.17;78;100;96.75;0.056;30.17;8.432
PR;2016-10-08;24.1;29.8;26.42;85;99;94.39;;2.93;
PR;2016-10-09;22.7;32.8;26.53;72;99;91.48;;0.43;
PR;2016-10-10;22.6;28.3;24.6;89;99;96.08;0.167;18.4;9.23
PR;2016-10-11;22.3;33.4;26.65;68;100;90.17;0.093;0.43;17.083
PR;2016-10-12;22.4;27.3;24.74;87;99;95.83;0.019;9;9.296
PR;2016-10-13;22.3;32.6;26;71;100;91.42;0.111;0;15.391
PR;2016-10-14;22.2;30;25.64;78;100;91.88;0.019;0;11.987
PR;2016-10-15;23.7;32.6;26;73;99;94;0.148;0.47;10.588
PR;2016-10-16;22.3;30.7;25.67;81;99;92.96;0.037;10.9;13.153
PR;2016-10-17;23.7;33.6;27.22;66;100;88.42;0.148;0;18.159
PR;2016-10-18;22.1;32.1;25.34;73;99;93.88;0.13;14;11.238
PR;2016-10-19;22.1;32.8;26.48;67;100;90.46;0.074;22.6;18.944
PR;2016-10-20;21.8;32.8;26.21;70;100;90.13;0;5.07;18.89
PR;2016-10-21;23.5;30.7;26.08;85;99;95.19;;1.8;
PR;2016-10-22;23.5;34.2;26.51;75;99;93.27;;0;
PR;2016-10-23;23.3;33.2;27.01;70;100;89.13;0.037;0;19.009
PR;2016-10-24;23.3;34.6;26.64;62;99;90.71;0.019;1.76;16.785
PR;2016-10-25;23.3;33.7;26.7;73;100;91.75;0.037;2.1;14.326
PR;2016-10-26;22.8;34.8;27.24;62;100;88.04;0.241;0;19.203
PR;2016-10-27;21.8;35.3;27.53;56;99;86.04;0.037;0;20.646
PR;2016-10-28;23.7;35;27.4;59;99;88.13;0.13;0;17.619
PR;2016-10-29;22.4;33.8;25.58;67;99;91.79;0.13;0;16.205
PR;2016-10-30;21.8;33.8;25.68;67;100;90.63;1.099;35.87;13.952
PR;2016-10-31;21;33.9;26.28;67;100;89.88;0.074;41.93;19.707
PR;2016-11-01;21.6;31.7;25.8;68;100;91;0;5.5;16.1
PR;2016-11-02;23.5;33.3;27.3;70;99;89.6;0.1;1;16.1
PR;2016-11-03;22.2;34.6;25.9;68;100;92.3;0;0.43;13.3
PR;2016-11-04;21;33.8;26.7;65;100;89.2;;0;17.7
PR;2016-11-05;22.4;33.5;27.2;64;99;88.3;;0;18.1
PR;2016-11-06;23.6;33.8;27.5;62;100;89.1;;0;14.7
PR;2016-11-07;23.7;34.4;27.8;62;99;89.1;0;0;16.2
PR;2016-11-08;24.1;34.3;28.2;61;99;86.4;;0;19.4
PR;2016-11-09;23;34.9;28.1;61;99;86.8;;0;17.9
PR;2016-11-10;24.3;35;28;59;99;88.5;0.2;0;18.2
PR;2016-11-11;23.2;32.3;26.2;75;99;92;0.2;0;12.8
PR;2016-11-12;23.1;33;26.6;70;99;89.6;;0;14
PR;2016-11-13;22.4;34.9;27.6;59;99;85.8;;0;17.2
PR;2016-11-14;23.3;34.8;27.8;59;99;87.1;;0;16.7
PR;2016-11-15;23;34.6;27.9;60;99;86.7;0.1;0;17.2
PR;2016-11-16;23.9;35.1;28.1;59;99;87.5;0.1;0;16.7
PR;2016-11-17;23;33.2;26;75;99;93.2;0.1;0;11.1
PR;2016-11-18;22.6;33.3;27.1;70;100;90.2;0;7.93;15.5
PR;2016-11-19;22.8;31.2;25.8;83;99;93.6;0.1;0;9.8
PR;2016-11-20;22.3;33.7;27.1;69;99;90.7;0.1;0;14
PR;2016-11-21;23.2;34.1;26.7;69;99;91.8;0.2;6.7;15.7
PR;2016-11-22;23.2;32.6;27.1;74;100;91.5;;9.4;13.8
PR;2016-11-23;22.6;34.4;27.9;65;99;87.8;;0;17.1
PR;2016-11-24;22.3;34.3;27.5;67;99;90.2;0;21.73;16.4
PR;2016-11-25;24.3;35.4;28.5;61;99;88.2;0;0;18.1
PR;2016-11-26;24.3;35.1;28.1;67;99;90;0.1;0;16.6
PR;2016-11-27;23.7;34.1;27.6;71;99;89.6;0.2;0;16.7
PR;2016-11-28;23;33.5;26.5;72;99;91.6;0.2;0.43;16.4
PR;2016-11-29;22.3;33.2;26.3;75;100;92.2;0.1;3.5;13.3
PR;2016-11-30;23.1;34.4;27.4;72;100;90.7;0.2;0;14.7
PR;2016-12-01;23.9;35.1;27.9;65;99;90.4;0;10.67;14.5
PR;2016-12-02;23.9;35.4;28.2;56;99;86.8;0;0;17.5
PR;2016-12-03;22.5;33.8;27.4;61;99;88.1;0;0;13.7
PR;2016-12-04;23.3;34.4;27.9;63;99;87.8;;0;13.3
PR;2016-12-05;23.7;34.5;28.1;59;99;87;0;0;14.6
PR;2016-12-06;23.1;34.6;27.6;55;99;87.3;0;0;15.8
PR;2016-12-07;22.9;34.1;27.4;60;99;87.5;0.1;0;15.4
PR;2016-12-08;23.1;34.6;27.3;63;99;88.2;0.1;1.77;16.3
PR;2016-12-09;21.6;33.4;26.9;67;99;87;0;0;17.1
PR;2016-12-10;22.8;33.7;26.8;69;99;90.9;0.1;0;13.8
PR;2016-12-11;22.8;34.5;26.8;62;100;90.3;0.1;0;15.1
PR;2016-12-12;23.4;33.8;26.9;69;98;90;0.1;0;14
PR;2016-12-13;22.4;34.3;27.4;66;99;88.3;0;0;14.7
PR;2016-12-14;23.6;35.1;28;59;99;87.2;0;0;14.2
PR;2016-12-15;23.4;32.9;26.9;74;99;91.8;0.2;0;11.4
PR;2016-12-16;22.8;32.8;27.1;72;99;90.1;0;0;11.9
PR;2016-12-17;22.7;34.6;27.4;60;99;87.6;0;0;14.5
PR;2016-12-18;23.3;34.2;27.2;56;99;88.9;0.1;0;13
PR;2016-12-19;22.6;34.6;27.4;61;99;87.6;0.1;0;15.2
PR;2016-12-20;23.1;35.3;28;60;99;86.4;0.1;0;15.8
PR;2016-12-21;23.3;35.2;27.6;47;99;85.5;0.1;0;14.8
PR;2016-12-22;23.2;33.8;27.2;62;99;89;0.2;0;13.1
PR;2016-12-23;21.4;34.8;27;60;99;88;0.1;0;13.5
PR;2016-12-24;23.4;33.3;27.1;63;99;89.4;;0;10.3
PR;2016-12-25;23.2;34.7;27.3;54;99;86.3;;0;13.2
PR;2016-12-26;21.8;31.4;25.5;34;98;74.1;;0;12
PR;2016-12-27;19;32.9;24.8;31;95;70.9;0.4;0;13.1
PR;2016-12-28;18.8;33.7;24.8;27;98;71.4;0.2;0;14.2
PR;2016-12-29;17.7;33.4;24.3;26;97;71.9;0.3;0;14
PR;2016-12-30;18.1;34.8;24.7;27;97;74;0;0;13.6
PR;2016-12-31;17.9;34.9;24.6;33;98;78.3;0;0;13.1
PR;2017-01-01;17.6;34.9;24.6;28;100;77.6;0.1;0;14.4
PR;2017-01-02;16.8;35.2;24.3;25;98;73.1;;0;15.5
PR;2017-01-03;16.5;35.7;24.6;25;97;71.4;0.3;0;15.7
PR;2017-01-04;16.1;36;24.4;24;97;70.5;0.1;0;15.4
PR;2017-01-05;17.3;34.3;24.6;40;97;78.3;0.2;0;14.4
PR;2017-01-06;19.8;33.6;26.3;62;99;85.8;0.1;0;13.2
PR;2017-01-07;21.8;33.1;26.7;64;99;87.4;0.1;0;11
PR;2017-01-08;21.9;34.1;27.4;62;99;86.1;0.1;0;12.4
PR;2017-01-09;20.3;35.3;26.7;39;99;78.9;0.1;0;14.7
PR;2017-01-10;18.8;33;25.1;64;99;87.4;0.1;0;11.8
PR;2017-01-11;22.1;33.6;27;58;99;85.1;1.8;0;12
PR;2017-01-12;21.7;34.9;27.3;55;99;84.2;0.2;0;14.2
PR;2017-01-13;22.3;32.3;26.5;72;97;88.3;0.2;0;9.9
PR;2017-01-14;22.9;33.9;27.2;38;99;77.4;0.1;0;14.3
PR;2017-01-15;21.8;34.5;27.1;60;97;83.7;0.2;0;12
PR;2017-01-16;21.1;34.5;27;55;98;84.5;0.3;0;13.4
PR;2017-01-17;22.4;33.8;27.1;66;99;87.8;0.4;0;12.5
PR;2017-01-18;22.9;33.7;27.5;69;99;88.9;0.2;0;11
PR;2017-01-19;23.2;35.2;27.3;59;99;87.3;0.3;0;13.8
PR;2017-01-20;22.1;35.3;27.5;62;98;87.1;0.3;0;13.9
PR;2017-01-21;23.1;36.1;28;57;99;86.3;0.3;0;14.5
PR;2017-01-22;23.6;35.1;27.8;65;99;87.4;0.3;0;13.2
PR;2017-01-23;23.4;33.8;26.9;68;99;89.4;0.2;0;11.5
PR;2017-01-24;23;33.7;27.2;66;98;85.9;0.2;0;15.3
PR;2017-01-25;21.3;35.1;27.4;51;99;82.4;0.3;0;19
PR;2017-01-26;22.9;34.1;27.4;60;98;84.8;0.2;0;15.3
PR;2017-01-27;22.3;35.7;27.9;60;99;84.6;0.3;0;16
PR;2017-01-28;23.3;35.5;28.1;61;99;86.5;0.4;0;16.6
PR;2017-01-29;23.2;35.8;27.9;58;99;86;0.3;0;13.5
PR;2017-01-30;23.2;35.2;27.6;60;99;88;0.3;13.23;13
PR;2017-01-31;24.1;34.1;27.3;65;99;89.8;0.2;0.67;12.7
PR;2017-02-01;22.9;33.8;27.3;62;99;87.5;0.2;0;13.3
PR;2017-02-02;22.7;33.6;27.1;66;99;88;0.3;0;14
PR;2017-02-03;22.8;33.7;27.3;63;99;87.9;0.3;0;13.8
PR;2017-02-04;22.9;36.1;28.3;55;99;83.6;0.2;0;16.3
PR;2017-02-05;24.2;35.5;28.5;55;99;84.5;0.2;0;14.2
PR;2017-02-06;23.2;35.7;28.2;58;99;86.1;0.2;0;14.7
PR;2017-02-07;24.3;33.7;28.1;69;99;87.7;0.2;0;13.3
PR;2017-02-08;23.7;32.3;27.3;73;99;90.3;0.1;0.43;11.3
PR;2017-02-09;23.4;35.2;28.1;60;99;88.1;0.2;4.5;16.2
PR;2017-02-10;25.2;33.6;28.1;69;99;89.7;0.1;0;12.5
PR;2017-02-11;24;34.2;28.1;68;99;87.8;0.2;0;12.3
PR;2017-02-12;24.3;35.4;28.6;61;99;86.9;0.1;0;12.9
PR;2017-02-13;24.2;34.6;28.1;61;99;86.4;0.2;0;14.3
PR;2017-02-14;23.4;36.7;28.4;38;99;78.1;0.1;0;18.4
PR;2017-02-15;22.5;35.7;28.1;50;99;81.4;0.2;0;16.4
PR;2017-02-16;23.1;36.4;27.9;35;98;80;0.1;0;15.1
PR;2017-02-17;21.7;36.9;27.6;17;97;68;0.1;0;16.8
PR;2017-02-18;20.2;36.3;26.4;14;95;60.1;0.2;0;15.5
PR;2017-02-19;18.2;36.7;26.2;16;94;59.5;0.1;0;16.4
PR;2017-02-20;20.4;35.8;27.3;39;92;70.7;0.2;0;14.7
PR;2017-02-21;21.8;37.2;28.3;37;98;77.1;0.1;0;17.1
PR;2017-02-22;22.6;36.6;28.6;47;98;80.7;0.3;0;16.7
PR;2017-02-23;22.9;36.9;28.6;46;99;81.3;0.3;0;15.4
PR;2017-02-24;23.3;36.9;29;47;97;81;0.4;0;17.2
PR;2017-02-25;24.4;36.6;29.3;54;98;82.3;0.3;0;13.4
PR;2017-02-26;24.7;35.5;28.1;62;98;85.7;0.2;0;14.2
PR;2017-02-27;23.2;35.3;27.2;64;99;90.5;0.2;4.47;12.5
PR;2017-02-28;22.1;36;27;60;99;88.3;0.5;15.13;15.9
PR;2017-03-01;21.9;34.9;27.2;66;99;88.4;0.2;0;16.6
PR;2017-03-02;24.8;36.2;28.9;57;99;85.8;0.3;0;16.1
PR;2017-03-03;23.3;36.1;27;59;99;89.9;0.2;7.63;14.8
PR;2017-03-04;22.7;35.1;27.8;64;99;86.4;0.2;1.67;18.9
PR;2017-03-05;23.7;35.9;29;63;99;84.9;0.4;0;21.8
PR;2017-03-06;22.1;35.6;27;61;99;88;0.5;36.4;18
PR;2017-03-07;23.2;35.3;28.1;59;99;85.8;0.1;6;20.1
PR;2017-03-08;24.3;35.4;28.6;62;97;84.2;0.2;0;18.6
PR;2017-03-09;22.9;33.4;26.5;70;99;90.6;0.2;4.13;14.8
PR;2017-03-10;23;34.1;27.2;65;99;89.2;0;0;16.3
PR;2017-03-11;23.2;33.1;25.7;72;99;93.3;0.2;0;11.9
PR;2017-03-12;23.3;33.1;27.3;70;99;88.4;0.1;0;15.4
PR;2017-03-13;22.3;34.2;27;68;98;87.3;0.3;7.07;17.9
PR;2017-03-14;21;31.6;24.8;78;99;93.9;;8;10
PR;2017-03-15;23.1;34.8;27.9;65;99;87.7;0.1;0;18.6
PR;2017-03-16;23;36.2;28.4;55;99;84.7;0.2;0;20.9
PR;2017-03-17;23.8;35.9;28.2;57;99;86.4;0.3;0;20.2
PR;2017-03-18;23.3;35.1;28.4;65;99;86.8;0.3;0;18.8
PR;2017-03-19;23.9;34.7;27.9;68;99;87.5;0.3;0;17.4
PR;2017-03-20;23.4;34.7;27.7;66;98;85.5;0.3;0;18.5
PR;2017-03-21;23.1;33.4;27.9;73;98;88;0.3;0;15
PR;2017-03-22;24.2;29.4;26.3;86;98;94.7;0.8;0;4.2
PR;2017-03-23;22.3;33.9;27.2;63;99;86.6;;0;16.1
PR;2017-03-24;23.8;33.8;27.7;66;99;87.6;0.1;0;16.7
PR;2017-03-25;23.2;36;28.9;60;99;84.4;0.2;0;19.1
PR;2017-03-26;23.3;35.4;28.6;61;99;85.3;0.3;0;18.2
PR;2017-03-27;24.5;34.2;28.3;70;98;88.3;0.2;0;14.3
PR;2017-03-28;24.8;34.9;28.9;66;98;85.6;0.1;0;15.8
PR;2017-03-29;23.7;36.6;29.4;61;98;83.3;0.2;0;20.4
PR;2017-03-30;22.1;33.8;26.9;70;99;91.2;0.2;7.27;10.1
PR;2017-03-31;22.3;34;27.3;67;99;89;0.1;0;17
PR;2017-04-01;24.4;35.1;28.4;65;98;85.4;0.2;0;18.6
PR;2017-04-02;22.9;34.9;27.6;61;98;86.3;0.1;0;18
PR;2017-04-03;24.3;35.1;27.8;66;99;86.6;0.1;7.97;15.1
PR;2017-04-04;23.7;34.4;28.2;70;99;87.8;0.2;0;16.5
PR;2017-04-05;24.3;34.3;28.5;71;99;87.1;0.3;0;16.9
PR;2017-04-06;24.2;34.3;28.1;64;98;85.6;0.1;0;16.3
PR;2017-04-07;22.6;35.1;27.7;65;97;84.4;0.3;0;18.4
PR;2017-04-08;24.1;36.1;28.2;61;98;87.4;0.2;0;16.2
PR;2017-04-09;21.6;25.7;23.7;92;99;97.2;0;33.5;5
PR;2017-04-10;20.9;34.6;26.9;68;100;90;0;8.37;19.7
PR;2017-04-11;23.6;33.3;27.7;67;98;86.1;;0;15.3
PR;2017-04-12;22.9;34.7;27.5;69;99;87.9;0.3;37.5;22.1
PR;2017-04-13;22.2;31.9;25.6;77;99;94.8;0.2;24.13;10.2
PR;2017-04-14;21.7;34.9;27.2;56;99;85;0.1;15;22.3
PR;2017-04-15;22.9;35.7;26.8;60;99;89.8;0.2;0;16.4
PR;2017-04-16;22.2;32.1;26.2;75;99;91;;30.07;13.1
PR;2017-04-17;23.9;34.2;28.3;71;99;88;0.1;0;18.9
PR;2017-04-18;25.2;34.7;28.7;70;99;88.7;0.1;0;17.7
PR;2017-04-19;24.1;34.6;27.9;73;99;91.2;0.1;12.33;13.6
PR;2017-04-20;22.4;27.9;25;87;99;95.8;0;11.8;8
PR;2017-04-21;22.6;33.9;26.7;72;99;92;0.2;0;17.7
PR;2017-04-22;23.4;33.2;27.5;77;99;91.6;0.1;0;17.8
PR;2017-04-23;24.4;34.4;28.4;69;99;88;0.1;0;20
PR;2017-04-24;24.4;34.2;27.2;71;99;92.5;0.1;6.03;14.7
PR;2017-04-25;24.3;33.1;27.6;70;99;89.4;0;0;14.4
PR;2017-04-26;22.8;34.3;27.6;65;99;87.1;0;0.47;17.7
PR;2017-04-27;23.3;34.6;28;66;99;86.5;0.1;0.67;21.7
PR;2017-04-28;23.6;32.3;26.7;71;98;90;0.1;0.67;13.1
PR;2017-04-29;21.8;35;27.7;63;99;85;;0;19.8
PR;2017-04-30;23.8;33.1;26.8;75;99;92.7;0.1;1.77;11.7
PR;2017-05-01;22;32.3;25.3;81;99;94.9;0.1;28.02;8.9
PR;2017-05-02;21.8;33.7;26;71;100;92;0;31.47;17.4
PR;2017-05-03;22.7;31.7;26.7;73;99;88.9;0;0;17.1
PR;2017-05-04;23.1;33.6;27.4;69;99;87;0.3;0;20.1
PR;2017-05-05;22.7;33.6;27.8;68;97;86.3;0;0;18.2
PR;2017-05-06;24.6;35.6;28.5;62;99;86.9;0.2;0;20
PR;2017-05-07;24.2;31.7;27.4;79;99;90.3;0.1;0;14
PR;2017-05-08;22.6;34.5;28;68;99;87.5;0.2;0;15.9
PR;2017-05-09;21.5;32.3;26;69;99;88.8;;0.43;17.6
PR;2017-05-10;22.1;35.1;27.5;61;99;85;0;0;20.1
PR;2017-05-11;22.3;32.6;26.3;74;99;92.3;0.2;3.47;11.5
PR;2017-05-12;23.3;35.3;27.4;65;99;89.4;0.1;2;20.3
PR;2017-05-13;24.3;33.8;27.5;71;99;91;0.2;0;16.7
PR;2017-05-14;23.1;33.7;27.5;72;99;90.4;0.1;1.07;16.7
PR;2017-05-15;23.4;31.7;26.8;80;99;91.8;0.1;0.47;12.1
PR;2017-05-16;22.3;26.1;24.4;96;99;97.6;;3.78;3.1
PR;2017-05-17;21.7;33.2;26.4;61;100;87.8;;4.73;18.4
PR;2017-05-18;21.7;34.7;27.5;62;99;85.8;0.1;0;20
PR;2017-05-19;23;33.7;27.7;71;99;88.5;0.1;0;17.3
PR;2017-05-20;22.6;28.9;25.1;84;99;95.2;0.2;16.67;7.2
PR;2017-05-21;21;34.6;27.4;68;99;87.5;0;0;20.6
PR;2017-05-22;24.9;33.9;27.9;70;98;89.5;0.1;1.93;18.1
